Power X,Power Y
0.7000000000000001,0.0006809491633544987
0.7583333,0.001158610737600122
0.8166667,0.001746147823781713
0.875,0.002414307940954386
0.9,0.002724748402168969
0.9333333,0.003157030367049938
0.9916667,0.003968053623929653
1.05,0.004832655205141928
1.108333,0.005737217900770667
1.166667,0.006666827197156325
1.225,0.007609678283513146
1.283333,0.008555806273880176
1.341667,0.009498087487529151
1.4,0.01043128575707679
